Date,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk
01/01/2019 12:00:00 AM,9,0
01/01/2019 01:00:00 AM,22,2
01/01/2019 02:00:00 AM,11,1
01/01/2019 03:00:00 AM,2,1
01/01/2019 04:00:00 AM,1,2
01/01/2019 05:00:00 AM,1,3
01/01/2019 06:00:00 AM,7,4
01/01/2019 07:00:00 AM,2,1
01/01/2019 08:00:00 AM,9,8
01/01/2019 09:00:00 AM,14,5
01/01/2019 10:00:00 AM,24,37
01/01/2019 11:00:00 AM,11,31
01/01/2019 12:00:00 PM,29,31
01/01/2019 01:00:00 PM,48,55
01/01/2019 02:00:00 PM,52,61
01/01/2019 03:00:00 PM,37,31
01/01/2019 04:00:00 PM,28,30
01/01/2019 05:00:00 PM,17,9
01/01/2019 06:00:00 PM,11,9
01/01/2019 07:00:00 PM,7,8
01/01/2019 08:00:00 PM,3,4
01/01/2019 09:00:00 PM,3,1
01/01/2019 10:00:00 PM,2,1
01/01/2019 11:00:00 PM,2,0
01/02/2019 12:00:00 AM,0,1
01/02/2019 01:00:00 AM,0,0
01/02/2019 02:00:00 AM,1,0
01/02/2019 03:00:00 AM,2,2
01/02/2019 04:00:00 AM,2,5
01/02/2019 05:00:00 AM,14,14
01/02/2019 06:00:00 AM,42,52
01/02/2019 07:00:00 AM,110,140
01/02/2019 08:00:00 AM,200,168
01/02/2019 09:00:00 AM,102,72
01/02/2019 10:00:00 AM,34,43
01/02/2019 11:00:00 AM,29,22
01/02/2019 12:00:00 PM,28,24
01/02/2019 01:00:00 PM,23,22
01/02/2019 02:00:00 PM,43,20
01/02/2019 03:00:00 PM,61,42
01/02/2019 04:00:00 PM,172,60
01/02/2019 05:00:00 PM,346,97
01/02/2019 06:00:00 PM,187,54
01/02/2019 07:00:00 PM,53,32
01/02/2019 08:00:00 PM,20,11
01/02/2019 09:00:00 PM,18,5
01/02/2019 10:00:00 PM,9,5
01/02/2019 11:00:00 PM,2,4
01/03/2019 12:00:00 AM,0,1
01/03/2019 01:00:00 AM,0,0
01/03/2019 02:00:00 AM,1,0
01/03/2019 03:00:00 AM,1,2
01/03/2019 04:00:00 AM,1,5
01/03/2019 05:00:00 AM,19,13
01/03/2019 06:00:00 AM,25,40
01/03/2019 07:00:00 AM,82,70
01/03/2019 08:00:00 AM,159,138
01/03/2019 09:00:00 AM,85,63
01/03/2019 10:00:00 AM,39,29
01/03/2019 11:00:00 AM,16,17
01/03/2019 12:00:00 PM,27,19
01/03/2019 01:00:00 PM,18,15
01/03/2019 02:00:00 PM,21,19
01/03/2019 03:00:00 PM,43,20
01/03/2019 04:00:00 PM,100,32
01/03/2019 05:00:00 PM,249,75
01/03/2019 06:00:00 PM,119,40
01/03/2019 07:00:00 PM,51,21
01/03/2019 08:00:00 PM,27,14
01/03/2019 09:00:00 PM,8,5
01/03/2019 10:00:00 PM,1,6
01/03/2019 11:00:00 PM,2,5
01/04/2019 12:00:00 AM,2,1
01/04/2019 01:00:00 AM,1,2
01/04/2019 02:00:00 AM,1,0
01/04/2019 03:00:00 AM,2,2
01/04/2019 04:00:00 AM,1,1
01/04/2019 05:00:00 AM,13,10
01/04/2019 06:00:00 AM,36,31
01/04/2019 07:00:00 AM,95,88
01/04/2019 08:00:00 AM,182,140
01/04/2019 09:00:00 AM,112,84
01/04/2019 10:00:00 AM,44,42
01/04/2019 11:00:00 AM,36,33
01/04/2019 12:00:00 PM,28,23
01/04/2019 01:00:00 PM,30,28
01/04/2019 02:00:00 PM,47,20
01/04/2019 03:00:00 PM,66,52
01/04/2019 04:00:00 PM,158,63
01/04/2019 05:00:00 PM,273,86
01/04/2019 06:00:00 PM,142,50
01/04/2019 07:00:00 PM,43,26
01/04/2019 08:00:00 PM,20,11
01/04/2019 09:00:00 PM,19,5
01/04/2019 10:00:00 PM,4,7
01/04/2019 11:00:00 PM,15,4
01/05/2019 12:00:00 AM,7,8
01/05/2019 01:00:00 AM,2,1
01/05/2019 02:00:00 AM,3,0
01/05/2019 03:00:00 AM,2,0
01/05/2019 04:00:00 AM,3,3
01/05/2019 05:00:00 AM,8,3
01/05/2019 06:00:00 AM,8,3
01/05/2019 07:00:00 AM,14,8
01/05/2019 08:00:00 AM,37,18
01/05/2019 09:00:00 AM,17,21
01/05/2019 10:00:00 AM,41,50
01/05/2019 11:00:00 AM,42,62
01/05/2019 12:00:00 PM,46,64
01/05/2019 01:00:00 PM,50,70
01/05/2019 02:00:00 PM,56,39
01/05/2019 03:00:00 PM,49,50
01/05/2019 04:00:00 PM,37,25
01/05/2019 05:00:00 PM,16,16
01/05/2019 06:00:00 PM,18,12
01/05/2019 07:00:00 PM,7,5
01/05/2019 08:00:00 PM,9,9
01/05/2019 09:00:00 PM,9,6
01/05/2019 10:00:00 PM,5,6
01/05/2019 11:00:00 PM,7,3
01/06/2019 12:00:00 AM,8,2
01/06/2019 01:00:00 AM,1,1
01/06/2019 02:00:00 AM,0,0
01/06/2019 03:00:00 AM,0,0
01/06/2019 04:00:00 AM,1,0
01/06/2019 05:00:00 AM,2,2
01/06/2019 06:00:00 AM,3,2
01/06/2019 07:00:00 AM,2,4
01/06/2019 08:00:00 AM,9,11
01/06/2019 09:00:00 AM,17,19
01/06/2019 10:00:00 AM,26,34
01/06/2019 11:00:00 AM,25,48
01/06/2019 12:00:00 PM,40,42
01/06/2019 01:00:00 PM,35,38
01/06/2019 02:00:00 PM,32,28
01/06/2019 03:00:00 PM,32,27
01/06/2019 04:00:00 PM,18,15
01/06/2019 05:00:00 PM,21,19
01/06/2019 06:00:00 PM,16,5
01/06/2019 07:00:00 PM,5,2
01/06/2019 08:00:00 PM,5,2
01/06/2019 09:00:00 PM,3,5
01/06/2019 10:00:00 PM,3,1
01/06/2019 11:00:00 PM,1,1
01/07/2019 12:00:00 AM,0,0
01/07/2019 01:00:00 AM,0,1
01/07/2019 02:00:00 AM,0,1
01/07/2019 03:00:00 AM,1,2
01/07/2019 04:00:00 AM,2,4
01/07/2019 05:00:00 AM,15,19
01/07/2019 06:00:00 AM,53,69
01/07/2019 07:00:00 AM,165,178
01/07/2019 08:00:00 AM,241,235
01/07/2019 09:00:00 AM,133,91
01/07/2019 10:00:00 AM,47,45
01/07/2019 11:00:00 AM,25,31
01/07/2019 12:00:00 PM,26,34
01/07/2019 01:00:00 PM,21,35
01/07/2019 02:00:00 PM,38,28
01/07/2019 03:00:00 PM,86,49
01/07/2019 04:00:00 PM,223,70
01/07/2019 05:00:00 PM,414,128
01/07/2019 06:00:00 PM,234,89
01/07/2019 07:00:00 PM,89,33
01/07/2019 08:00:00 PM,32,9
01/07/2019 09:00:00 PM,24,16
01/07/2019 10:00:00 PM,10,6
01/07/2019 11:00:00 PM,5,4
01/08/2019 12:00:00 AM,0,1
01/08/2019 01:00:00 AM,0,0
01/08/2019 02:00:00 AM,0,0
01/08/2019 03:00:00 AM,0,2
01/08/2019 04:00:00 AM,5,3
01/08/2019 05:00:00 AM,13,18
01/08/2019 06:00:00 AM,45,71
01/08/2019 07:00:00 AM,134,152
01/08/2019 08:00:00 AM,207,214
01/08/2019 09:00:00 AM,96,76
01/08/2019 10:00:00 AM,38,28
01/08/2019 11:00:00 AM,21,18
01/08/2019 12:00:00 PM,23,16
01/08/2019 01:00:00 PM,12,12
01/08/2019 02:00:00 PM,26,14
01/08/2019 03:00:00 PM,46,30
01/08/2019 04:00:00 PM,150,55
01/08/2019 05:00:00 PM,358,90
01/08/2019 06:00:00 PM,193,62
01/08/2019 07:00:00 PM,69,21
01/08/2019 08:00:00 PM,23,11
01/08/2019 09:00:00 PM,19,12
01/08/2019 10:00:00 PM,7,6
01/08/2019 11:00:00 PM,4,3
01/09/2019 12:00:00 AM,2,2
01/09/2019 01:00:00 AM,1,0
01/09/2019 02:00:00 AM,0,1
01/09/2019 03:00:00 AM,1,1
01/09/2019 04:00:00 AM,2,8
01/09/2019 05:00:00 AM,14,14
01/09/2019 06:00:00 AM,41,50
01/09/2019 07:00:00 AM,119,136
01/09/2019 08:00:00 AM,192,180
01/09/2019 09:00:00 AM,112,100
01/09/2019 10:00:00 AM,47,36
01/09/2019 11:00:00 AM,29,17
01/09/2019 12:00:00 PM,23,18
01/09/2019 01:00:00 PM,18,17
01/09/2019 02:00:00 PM,24,17
01/09/2019 03:00:00 PM,60,37
01/09/2019 04:00:00 PM,147,48
01/09/2019 05:00:00 PM,290,106
01/09/2019 06:00:00 PM,210,65
01/09/2019 07:00:00 PM,61,32
01/09/2019 08:00:00 PM,36,18
01/09/2019 09:00:00 PM,17,8
01/09/2019 10:00:00 PM,11,1
01/09/2019 11:00:00 PM,3,3
01/10/2019 12:00:00 AM,2,1
01/10/2019 01:00:00 AM,0,0
01/10/2019 02:00:00 AM,3,2
01/10/2019 03:00:00 AM,1,0
01/10/2019 04:00:00 AM,6,6
01/10/2019 05:00:00 AM,17,16
01/10/2019 06:00:00 AM,42,61
01/10/2019 07:00:00 AM,131,139
01/10/2019 08:00:00 AM,248,210
01/10/2019 09:00:00 AM,112,112
01/10/2019 10:00:00 AM,50,39
01/10/2019 11:00:00 AM,38,25
01/10/2019 12:00:00 PM,18,29
01/10/2019 01:00:00 PM,24,33
01/10/2019 02:00:00 PM,32,31
01/10/2019 03:00:00 PM,68,46
01/10/2019 04:00:00 PM,172,71
01/10/2019 05:00:00 PM,371,118
01/10/2019 06:00:00 PM,232,78
01/10/2019 07:00:00 PM,102,42
01/10/2019 08:00:00 PM,51,19
01/10/2019 09:00:00 PM,32,15
01/10/2019 10:00:00 PM,18,12
01/10/2019 11:00:00 PM,11,12
01/11/2019 12:00:00 AM,4,15
01/11/2019 01:00:00 AM,1,4
01/11/2019 02:00:00 AM,2,0
01/11/2019 03:00:00 AM,1,1
01/11/2019 04:00:00 AM,5,5
01/11/2019 05:00:00 AM,12,9
01/11/2019 06:00:00 AM,44,62
01/11/2019 07:00:00 AM,132,123
01/11/2019 08:00:00 AM,259,213
01/11/2019 09:00:00 AM,136,111
01/11/2019 10:00:00 AM,45,56
01/11/2019 11:00:00 AM,35,31
01/11/2019 12:00:00 PM,44,36
01/11/2019 01:00:00 PM,41,48
01/11/2019 02:00:00 PM,57,36
01/11/2019 03:00:00 PM,102,55
01/11/2019 04:00:00 PM,241,83
01/11/2019 05:00:00 PM,378,90
01/11/2019 06:00:00 PM,178,69
01/11/2019 07:00:00 PM,74,26
01/11/2019 08:00:00 PM,48,23
01/11/2019 09:00:00 PM,27,14
01/11/2019 10:00:00 PM,16,13
01/11/2019 11:00:00 PM,7,6
01/12/2019 12:00:00 AM,7,5
01/12/2019 01:00:00 AM,9,2
01/12/2019 02:00:00 AM,5,2
01/12/2019 03:00:00 AM,3,0
01/12/2019 04:00:00 AM,3,1
01/12/2019 05:00:00 AM,4,1
01/12/2019 06:00:00 AM,10,7
01/12/2019 07:00:00 AM,17,12
01/12/2019 08:00:00 AM,39,31
01/12/2019 09:00:00 AM,41,52
01/12/2019 10:00:00 AM,47,56
01/12/2019 11:00:00 AM,66,50
01/12/2019 12:00:00 PM,107,90
01/12/2019 01:00:00 PM,78,98
01/12/2019 02:00:00 PM,103,122
01/12/2019 03:00:00 PM,103,101
01/12/2019 04:00:00 PM,77,80
01/12/2019 05:00:00 PM,48,48
01/12/2019 06:00:00 PM,30,15
01/12/2019 07:00:00 PM,14,14
01/12/2019 08:00:00 PM,3,11
01/12/2019 09:00:00 PM,14,7
01/12/2019 10:00:00 PM,9,8
01/12/2019 11:00:00 PM,6,15
01/13/2019 12:00:00 AM,2,8
01/13/2019 01:00:00 AM,3,1
01/13/2019 02:00:00 AM,3,1
01/13/2019 03:00:00 AM,1,0
01/13/2019 04:00:00 AM,2,0
01/13/2019 05:00:00 AM,2,3
01/13/2019 06:00:00 AM,7,1
01/13/2019 07:00:00 AM,10,8
01/13/2019 08:00:00 AM,23,22
01/13/2019 09:00:00 AM,27,32
01/13/2019 10:00:00 AM,41,36
01/13/2019 11:00:00 AM,58,71
01/13/2019 12:00:00 PM,93,101
01/13/2019 01:00:00 PM,94,102
01/13/2019 02:00:00 PM,89,148
01/13/2019 03:00:00 PM,118,123
01/13/2019 04:00:00 PM,90,64
01/13/2019 05:00:00 PM,34,45
01/13/2019 06:00:00 PM,25,16
01/13/2019 07:00:00 PM,11,13
01/13/2019 08:00:00 PM,4,13
01/13/2019 09:00:00 PM,6,7
01/13/2019 10:00:00 PM,4,2
01/13/2019 11:00:00 PM,4,5
01/14/2019 12:00:00 AM,5,0
01/14/2019 01:00:00 AM,3,0
01/14/2019 02:00:00 AM,0,0
01/14/2019 03:00:00 AM,0,0
01/14/2019 04:00:00 AM,3,4
01/14/2019 05:00:00 AM,19,24
01/14/2019 06:00:00 AM,67,83
01/14/2019 07:00:00 AM,191,217
01/14/2019 08:00:00 AM,332,312
01/14/2019 09:00:00 AM,171,155
01/14/2019 10:00:00 AM,66,57
01/14/2019 11:00:00 AM,36,32
01/14/2019 12:00:00 PM,43,43
01/14/2019 01:00:00 PM,42,51
01/14/2019 02:00:00 PM,66,58
01/14/2019 03:00:00 PM,119,77
01/14/2019 04:00:00 PM,322,110
01/14/2019 05:00:00 PM,509,128
01/14/2019 06:00:00 PM,309,72
01/14/2019 07:00:00 PM,103,41
01/14/2019 08:00:00 PM,37,15
01/14/2019 09:00:00 PM,28,17
01/14/2019 10:00:00 PM,9,4
01/14/2019 11:00:00 PM,5,2
01/15/2019 12:00:00 AM,0,2
01/15/2019 01:00:00 AM,0,0
01/15/2019 02:00:00 AM,1,0
01/15/2019 03:00:00 AM,0,2
01/15/2019 04:00:00 AM,4,2
01/15/2019 05:00:00 AM,15,20
01/15/2019 06:00:00 AM,60,65
01/15/2019 07:00:00 AM,157,194
01/15/2019 08:00:00 AM,274,268
01/15/2019 09:00:00 AM,141,118
01/15/2019 10:00:00 AM,61,49
01/15/2019 11:00:00 AM,30,37
01/15/2019 12:00:00 PM,38,42
01/15/2019 01:00:00 PM,47,40
01/15/2019 02:00:00 PM,49,40
01/15/2019 03:00:00 PM,89,47
01/15/2019 04:00:00 PM,224,80
01/15/2019 05:00:00 PM,439,102
01/15/2019 06:00:00 PM,293,78
01/15/2019 07:00:00 PM,88,44
01/15/2019 08:00:00 PM,46,19
01/15/2019 09:00:00 PM,26,24
01/15/2019 10:00:00 PM,15,5
01/15/2019 11:00:00 PM,8,0
01/16/2019 12:00:00 AM,5,0
01/16/2019 01:00:00 AM,0,0
01/16/2019 02:00:00 AM,1,1
01/16/2019 03:00:00 AM,1,1
01/16/2019 04:00:00 AM,2,7
01/16/2019 05:00:00 AM,17,18
01/16/2019 06:00:00 AM,57,72
01/16/2019 07:00:00 AM,168,169
01/16/2019 08:00:00 AM,261,259
01/16/2019 09:00:00 AM,135,100
01/16/2019 10:00:00 AM,55,47
01/16/2019 11:00:00 AM,34,34
01/16/2019 12:00:00 PM,37,36
01/16/2019 01:00:00 PM,53,37
01/16/2019 02:00:00 PM,44,36
01/16/2019 03:00:00 PM,84,64
01/16/2019 04:00:00 PM,217,79
01/16/2019 05:00:00 PM,479,111
01/16/2019 06:00:00 PM,236,84
01/16/2019 07:00:00 PM,95,56
01/16/2019 08:00:00 PM,41,32
01/16/2019 09:00:00 PM,36,21
01/16/2019 10:00:00 PM,18,11
01/16/2019 11:00:00 PM,7,2
01/17/2019 12:00:00 AM,2,1
01/17/2019 01:00:00 AM,0,0
01/17/2019 02:00:00 AM,1,0
01/17/2019 03:00:00 AM,3,2
01/17/2019 04:00:00 AM,2,3
01/17/2019 05:00:00 AM,13,21
01/17/2019 06:00:00 AM,46,63
01/17/2019 07:00:00 AM,136,130
01/17/2019 08:00:00 AM,226,197
01/17/2019 09:00:00 AM,120,103
01/17/2019 10:00:00 AM,44,37
01/17/2019 11:00:00 AM,31,22
01/17/2019 12:00:00 PM,33,23
01/17/2019 01:00:00 PM,23,26
01/17/2019 02:00:00 PM,34,29
01/17/2019 03:00:00 PM,67,27
01/17/2019 04:00:00 PM,176,66
01/17/2019 05:00:00 PM,320,103
01/17/2019 06:00:00 PM,228,62
01/17/2019 07:00:00 PM,87,35
01/17/2019 08:00:00 PM,37,25
01/17/2019 09:00:00 PM,28,13
01/17/2019 10:00:00 PM,21,8
01/17/2019 11:00:00 PM,8,2
01/18/2019 12:00:00 AM,3,2
01/18/2019 01:00:00 AM,1,1
01/18/2019 02:00:00 AM,0,1
01/18/2019 03:00:00 AM,1,1
01/18/2019 04:00:00 AM,3,3
01/18/2019 05:00:00 AM,12,15
01/18/2019 06:00:00 AM,30,54
01/18/2019 07:00:00 AM,131,122
01/18/2019 08:00:00 AM,209,194
01/18/2019 09:00:00 AM,111,87
01/18/2019 10:00:00 AM,50,35
01/18/2019 11:00:00 AM,25,34
01/18/2019 12:00:00 PM,38,34
01/18/2019 01:00:00 PM,37,32
01/18/2019 02:00:00 PM,44,33
01/18/2019 03:00:00 PM,88,41
01/18/2019 04:00:00 PM,175,62
01/18/2019 05:00:00 PM,323,78
01/18/2019 06:00:00 PM,155,38
01/18/2019 07:00:00 PM,54,19
01/18/2019 08:00:00 PM,23,10
01/18/2019 09:00:00 PM,15,9
01/18/2019 10:00:00 PM,13,4
01/18/2019 11:00:00 PM,10,4
01/19/2019 12:00:00 AM,4,2
01/19/2019 01:00:00 AM,4,1
01/19/2019 02:00:00 AM,0,1
01/19/2019 03:00:00 AM,1,0
01/19/2019 04:00:00 AM,2,1
01/19/2019 05:00:00 AM,4,2
01/19/2019 06:00:00 AM,5,6
01/19/2019 07:00:00 AM,15,8
01/19/2019 08:00:00 AM,31,21
01/19/2019 09:00:00 AM,26,29
01/19/2019 10:00:00 AM,42,40
01/19/2019 11:00:00 AM,46,48
01/19/2019 12:00:00 PM,54,47
01/19/2019 01:00:00 PM,63,52
01/19/2019 02:00:00 PM,45,44
01/19/2019 03:00:00 PM,49,43
01/19/2019 04:00:00 PM,47,36
01/19/2019 05:00:00 PM,27,34
01/19/2019 06:00:00 PM,13,9
01/19/2019 07:00:00 PM,12,9
01/19/2019 08:00:00 PM,15,6
01/19/2019 09:00:00 PM,9,3
01/19/2019 10:00:00 PM,4,5
01/19/2019 11:00:00 PM,4,7
01/20/2019 12:00:00 AM,6,1
01/20/2019 01:00:00 AM,3,4
01/20/2019 02:00:00 AM,1,2
01/20/2019 03:00:00 AM,0,2
01/20/2019 04:00:00 AM,2,0
01/20/2019 05:00:00 AM,0,1
01/20/2019 06:00:00 AM,6,3
01/20/2019 07:00:00 AM,7,8
01/20/2019 08:00:00 AM,25,18
01/20/2019 09:00:00 AM,34,23
01/20/2019 10:00:00 AM,17,48
01/20/2019 11:00:00 AM,27,36
01/20/2019 12:00:00 PM,56,40
01/20/2019 01:00:00 PM,39,35
01/20/2019 02:00:00 PM,44,52
01/20/2019 03:00:00 PM,45,45
01/20/2019 04:00:00 PM,27,32
01/20/2019 05:00:00 PM,19,27
01/20/2019 06:00:00 PM,13,13
01/20/2019 07:00:00 PM,12,8
01/20/2019 08:00:00 PM,12,3
01/20/2019 09:00:00 PM,7,8
01/20/2019 10:00:00 PM,5,4
01/20/2019 11:00:00 PM,5,4
01/21/2019 12:00:00 AM,1,0
01/21/2019 01:00:00 AM,0,1
01/21/2019 02:00:00 AM,0,1
01/21/2019 03:00:00 AM,0,0
01/21/2019 04:00:00 AM,2,4
01/21/2019 05:00:00 AM,7,9
01/21/2019 06:00:00 AM,30,37
01/21/2019 07:00:00 AM,74,72
01/21/2019 08:00:00 AM,132,131
01/21/2019 09:00:00 AM,71,68
01/21/2019 10:00:00 AM,47,38
01/21/2019 11:00:00 AM,36,43
01/21/2019 12:00:00 PM,56,45
01/21/2019 01:00:00 PM,47,53
01/21/2019 02:00:00 PM,52,40
01/21/2019 03:00:00 PM,78,50
01/21/2019 04:00:00 PM,147,70
01/21/2019 05:00:00 PM,225,51
01/21/2019 06:00:00 PM,141,38
01/21/2019 07:00:00 PM,49,14
01/21/2019 08:00:00 PM,16,17
01/21/2019 09:00:00 PM,16,8
01/21/2019 10:00:00 PM,12,9
01/21/2019 11:00:00 PM,2,1
01/22/2019 12:00:00 AM,1,2
01/22/2019 01:00:00 AM,1,3
01/22/2019 02:00:00 AM,0,1
01/22/2019 03:00:00 AM,0,0
01/22/2019 04:00:00 AM,4,5
01/22/2019 05:00:00 AM,18,22
01/22/2019 06:00:00 AM,47,58
01/22/2019 07:00:00 AM,150,156
01/22/2019 08:00:00 AM,236,211
01/22/2019 09:00:00 AM,146,98
01/22/2019 10:00:00 AM,45,43
01/22/2019 11:00:00 AM,26,32
01/22/2019 12:00:00 PM,28,22
01/22/2019 01:00:00 PM,17,24
01/22/2019 02:00:00 PM,37,23
01/22/2019 03:00:00 PM,71,28
01/22/2019 04:00:00 PM,161,42
01/22/2019 05:00:00 PM,340,86
01/22/2019 06:00:00 PM,249,62
01/22/2019 07:00:00 PM,67,29
01/22/2019 08:00:00 PM,28,18
01/22/2019 09:00:00 PM,19,15
01/22/2019 10:00:00 PM,12,1
01/22/2019 11:00:00 PM,5,2
01/23/2019 12:00:00 AM,1,0
01/23/2019 01:00:00 AM,4,2
01/23/2019 02:00:00 AM,1,0
01/23/2019 03:00:00 AM,1,0
01/23/2019 04:00:00 AM,4,5
01/23/2019 05:00:00 AM,20,23
01/23/2019 06:00:00 AM,39,67
01/23/2019 07:00:00 AM,131,142
01/23/2019 08:00:00 AM,218,175
01/23/2019 09:00:00 AM,117,75
01/23/2019 10:00:00 AM,57,32
01/23/2019 11:00:00 AM,22,26
01/23/2019 12:00:00 PM,29,14
01/23/2019 01:00:00 PM,19,29
01/23/2019 02:00:00 PM,26,33
01/23/2019 03:00:00 PM,66,52
01/23/2019 04:00:00 PM,207,81
01/23/2019 05:00:00 PM,362,107
01/23/2019 06:00:00 PM,227,78
01/23/2019 07:00:00 PM,96,34
01/23/2019 08:00:00 PM,49,24
01/23/2019 09:00:00 PM,22,17
01/23/2019 10:00:00 PM,21,10
01/23/2019 11:00:00 PM,12,4
01/24/2019 12:00:00 AM,7,2
01/24/2019 01:00:00 AM,1,0
01/24/2019 02:00:00 AM,0,0
01/24/2019 03:00:00 AM,1,2
01/24/2019 04:00:00 AM,3,5
01/24/2019 05:00:00 AM,15,25
01/24/2019 06:00:00 AM,56,64
01/24/2019 07:00:00 AM,149,181
01/24/2019 08:00:00 AM,246,236
01/24/2019 09:00:00 AM,138,90
01/24/2019 10:00:00 AM,54,51
01/24/2019 11:00:00 AM,41,33
01/24/2019 12:00:00 PM,41,27
01/24/2019 01:00:00 PM,30,28
01/24/2019 02:00:00 PM,40,38
01/24/2019 03:00:00 PM,90,53
01/24/2019 04:00:00 PM,211,82
01/24/2019 05:00:00 PM,347,111
01/24/2019 06:00:00 PM,282,74
01/24/2019 07:00:00 PM,92,42
01/24/2019 08:00:00 PM,55,22
01/24/2019 09:00:00 PM,26,18
01/24/2019 10:00:00 PM,19,10
01/24/2019 11:00:00 PM,1,5
01/25/2019 12:00:00 AM,3,2
01/25/2019 01:00:00 AM,4,3
01/25/2019 02:00:00 AM,1,3
01/25/2019 03:00:00 AM,0,0
01/25/2019 04:00:00 AM,6,8
01/25/2019 05:00:00 AM,18,23
01/25/2019 06:00:00 AM,46,52
01/25/2019 07:00:00 AM,138,142
01/25/2019 08:00:00 AM,238,226
01/25/2019 09:00:00 AM,116,106
01/25/2019 10:00:00 AM,66,51
01/25/2019 11:00:00 AM,39,42
01/25/2019 12:00:00 PM,53,38
01/25/2019 01:00:00 PM,49,39
01/25/2019 02:00:00 PM,58,54
01/25/2019 03:00:00 PM,110,44
01/25/2019 04:00:00 PM,226,82
01/25/2019 05:00:00 PM,373,120
01/25/2019 06:00:00 PM,178,70
01/25/2019 07:00:00 PM,78,32
01/25/2019 08:00:00 PM,40,14
01/25/2019 09:00:00 PM,25,5
01/25/2019 10:00:00 PM,19,17
01/25/2019 11:00:00 PM,11,9
01/26/2019 12:00:00 AM,7,6
01/26/2019 01:00:00 AM,4,2
01/26/2019 02:00:00 AM,3,0
01/26/2019 03:00:00 AM,5,1
01/26/2019 04:00:00 AM,2,1
01/26/2019 05:00:00 AM,2,0
01/26/2019 06:00:00 AM,4,9
01/26/2019 07:00:00 AM,15,8
01/26/2019 08:00:00 AM,33,36
01/26/2019 09:00:00 AM,35,36
01/26/2019 10:00:00 AM,66,59
01/26/2019 11:00:00 AM,71,69
01/26/2019 12:00:00 PM,86,53
01/26/2019 01:00:00 PM,93,100
01/26/2019 02:00:00 PM,70,90
01/26/2019 03:00:00 PM,75,117
01/26/2019 04:00:00 PM,88,78
01/26/2019 05:00:00 PM,29,47
01/26/2019 06:00:00 PM,25,16
01/26/2019 07:00:00 PM,13,12
01/26/2019 08:00:00 PM,8,8
01/26/2019 09:00:00 PM,9,6
01/26/2019 10:00:00 PM,13,8
01/26/2019 11:00:00 PM,8,4
01/27/2019 12:00:00 AM,7,2
01/27/2019 01:00:00 AM,3,0
01/27/2019 02:00:00 AM,2,1
01/27/2019 03:00:00 AM,1,2
01/27/2019 04:00:00 AM,2,0
01/27/2019 05:00:00 AM,0,1
01/27/2019 06:00:00 AM,3,3
01/27/2019 07:00:00 AM,5,11
01/27/2019 08:00:00 AM,20,22
01/27/2019 09:00:00 AM,25,40
01/27/2019 10:00:00 AM,47,20
01/27/2019 11:00:00 AM,25,53
01/27/2019 12:00:00 PM,42,53
01/27/2019 01:00:00 PM,55,48
01/27/2019 02:00:00 PM,44,67
01/27/2019 03:00:00 PM,51,40
01/27/2019 04:00:00 PM,37,32
01/27/2019 05:00:00 PM,32,36
01/27/2019 06:00:00 PM,18,20
01/27/2019 07:00:00 PM,7,15
01/27/2019 08:00:00 PM,5,10
01/27/2019 09:00:00 PM,13,6
01/27/2019 10:00:00 PM,4,2
01/27/2019 11:00:00 PM,3,4
01/28/2019 12:00:00 AM,1,3
01/28/2019 01:00:00 AM,2,0
01/28/2019 02:00:00 AM,0,2
01/28/2019 03:00:00 AM,0,0
01/28/2019 04:00:00 AM,3,6
01/28/2019 05:00:00 AM,23,21
01/28/2019 06:00:00 AM,51,73
01/28/2019 07:00:00 AM,185,175
01/28/2019 08:00:00 AM,277,252
01/28/2019 09:00:00 AM,152,120
01/28/2019 10:00:00 AM,54,58
01/28/2019 11:00:00 AM,44,33
01/28/2019 12:00:00 PM,34,39
01/28/2019 01:00:00 PM,46,29
01/28/2019 02:00:00 PM,64,40
01/28/2019 03:00:00 PM,84,68
01/28/2019 04:00:00 PM,235,85
01/28/2019 05:00:00 PM,433,150
01/28/2019 06:00:00 PM,279,85
01/28/2019 07:00:00 PM,110,36
01/28/2019 08:00:00 PM,32,25
01/28/2019 09:00:00 PM,24,15
01/28/2019 10:00:00 PM,11,8
01/28/2019 11:00:00 PM,5,6
01/29/2019 12:00:00 AM,3,1
01/29/2019 01:00:00 AM,2,1
01/29/2019 02:00:00 AM,1,0
01/29/2019 03:00:00 AM,1,2
01/29/2019 04:00:00 AM,7,5
01/29/2019 05:00:00 AM,24,20
01/29/2019 06:00:00 AM,54,82
01/29/2019 07:00:00 AM,155,202
01/29/2019 08:00:00 AM,273,254
01/29/2019 09:00:00 AM,149,113
01/29/2019 10:00:00 AM,58,47
01/29/2019 11:00:00 AM,48,44
01/29/2019 12:00:00 PM,47,56
01/29/2019 01:00:00 PM,43,36
01/29/2019 02:00:00 PM,66,37
01/29/2019 03:00:00 PM,90,53
01/29/2019 04:00:00 PM,249,79
01/29/2019 05:00:00 PM,471,114
01/29/2019 06:00:00 PM,284,81
01/29/2019 07:00:00 PM,93,42
01/29/2019 08:00:00 PM,44,30
01/29/2019 09:00:00 PM,18,15
01/29/2019 10:00:00 PM,17,11
01/29/2019 11:00:00 PM,8,10
01/30/2019 12:00:00 AM,2,2
01/30/2019 01:00:00 AM,1,0
